Município;Médico Anestesiologista;Médico Cirurgião Geral;Médico Clínico;Médico Generalista Alopata;Médico Ginecologista Obstetra;Médico da estratégia de Saúde da Família;Médico de família e comunidade;Médico Pediatra;Médico psiquiatra;Médico em radiologia e diagnóstico por imagem;Médico sanitarista;Médico acupunturista;Médico alergista e imunologista;Médico anatomopatologista;Médico angiologista;Médico Cardiologista Intervencionista;Médico cancerologista cirúrgico;Médico cancerologista pediátrico;Médico cardiologista;Médico cirurgião cardiovascular;Médico cirurgião de cabeça e pescoço;Médico cirurgião do aparelho digestivo;Médico cirurgião pediátrico;Médico cirurgião plástico;Médico cirurgião torácico;Médico citopatologista;Médico coloproctologista;Médico dermatologista;Médico do trabalho;Médico em cirurgia vascular;Médico em endoscopia;Médico em medicina de tráfego;Médico em medicina intensiva;Médico em medicina nuclear;Médico em medicina preventiva e social;Médico endocrinologista e metabologista;Médico fisiatra;Médico gastroenterologista;Médico geneticista;Médico geriatra;Médico hematologista;Médico hiperbarista;Médico homeopata;Médico infectologista;Médico legista;Médico mastologista;Médico nefrologista;Médico neurocirurgião;Médico neurofisiologista clínico;Médico neurologista;Médico nutrologista;Médico oftalmologista;Médico oncologista clínico;Médico ortopedista e traumatologista;Médico otorrinolaringologista;Médico patologista;Médico patologista clínico / medicina laboratorial;Médico pneumologista;Médico radioterapeuta;Médico residente;Médico reumatologista;Médico urologista;Total
354340 RIBEIRAO PRETO;138;67;872;6;206;36;5;396;117;78;11;22;26;23;29;17;-;8;169;6;15;14;5;45;2;-;3;85;21;9;1;7;29;6;6;32;2;40;6;3;14;-;5;40;1;2;55;11;1;106;30;100;52;101;51;1;1;13;4;1066;8;22;4247
354350 RIVERSUL;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
354360 RIFAINA;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
354370 RINCAO;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
354380 RINOPOLIS;-;-;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
354390 RIO CLARO;9;-;138;-;29;22;-;40;12;9;-;7;4;1;5;2;-;-;15;-;1;-;-;4;-;-;-;14;4;2;-;-;1;1;-;6;-;9;-;1;-;-;-;3;-;-;3;1;-;15;2;7;2;7;9;-;-;3;-;-;1;3;392
354400 RIO DAS PEDRAS;1;-;8;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;17
354410 RIO GRANDE DA SERRA;-;-;16;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;21
354420 RIOLANDIA;-;-;3;-;-;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
354425 ROSANA;1;-;27;-;1;2;-;2;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;39
354430 ROSEIRA;-;-;34;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;37
354440 RUBIACEA;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
354450 RUBINEIA;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
354460 SABINO;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
354470 SAGRES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
354480 SALES;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
354490 SALES OLIVEIRA;-;-;5;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
354500 SALESOPOLIS;-;1;4;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
354515 SALTINHO;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
354520 SALTO;1;3;27;-;6;7;-;12;2;5;-;-;1;1;1;-;-;-;5;-;-;-;-;-;-;-;-;2;3;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;6;-;2;-;-;-;2;-;-;1;1;93
354530 SALTO DE PIRAPORA;5;1;12;-;6;8;-;6;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;2;-;-;50
354540 SALTO GRANDE;-;-;5;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
354550 SANDOVALINA;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
354560 SANTA ADELIA;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
354570 SANTA ALBERTINA;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
354580 SANTA BARBARA D'OESTE;5;7;74;10;6;5;2;9;1;2;-;1;-;-;-;-;-;-;8;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;1;-;-;1;9;-;3;2;-;-;-;-;14;-;1;168
354600 SANTA BRANCA;-;-;5;-;2;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
354610 SANTA CLARA D'OESTE;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
354625 SANTA CRUZ DA ESPERANCA;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
354630 SANTA CRUZ DAS PALMEIRAS;-;-;12;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;24
354640 SANTA CRUZ DO RIO PARDO;-;-;75;-;3;5;-;6;1;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;100
354650 SANTA ERNESTINA;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
354660 SANTA FE DO SUL;1;-;37;-;1;5;-;4;1;2;-;1;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;68
354670 SANTA GERTRUDES;-;-;15;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
354680 SANTA ISABEL;4;-;27;1;2;2;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;43
354690 SANTA LUCIA;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
354700 SANTA MARIA DA SERRA;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
354710 SANTA MERCEDES;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
354730 SANTANA DE PARNAIBA;1;2;56;-;15;-;-;46;11;31;-;4;3;-;-;-;-;-;12;1;-;-;-;-;-;-;-;2;2;3;2;-;1;-;-;3;-;3;-;-;-;-;-;2;-;-;2;-;-;1;-;4;-;15;4;-;-;-;-;-;1;1;228
354750 SANTA RITA DO PASSA QUATRO;1;-;16;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;26
354760 SANTA ROSA DE VITERBO;2;-;11;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
354765 SANTA SALETE;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
354770 SANTO ANASTACIO;-;-;7;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;10
354780 SANTO ANDRE;87;36;472;30;189;29;3;342;58;79;3;14;37;19;6;5;-;9;124;2;9;8;10;28;2;-;3;143;11;39;11;-;51;4;-;44;5;49;2;15;17;-;3;38;-;5;74;16;-;83;12;176;30;148;50;1;2;24;7;449;22;34;3169
354790 SANTO ANTONIO DA ALEGRIA;-;-;6;-;-;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;12
354800 SANTO ANTONIO DE POSSE;-;1;7;2;-;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;16
354805 SANTO ANTONIO DO ARACANGUA;-;-;5;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
354810 SANTO ANTONIO DO JARDIM;-;-;4;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
354820 SANTO ANTONIO DO PINHAL;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
354830 SANTO EXPEDITO;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
354840 SANTOPOLIS DO AGUAPEI;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
354850 SANTOS;95;114;895;26;128;26;5;275;49;45;4;23;13;20;16;4;-;1;159;3;6;8;1;41;1;1;4;72;10;16;11;2;11;2;-;26;4;26;1;8;11;-;7;22;-;1;24;7;1;76;15;93;42;84;30;2;7;12;4;124;16;18;2748
354860 SAO BENTO DO SAPUCAI;-;1;16;-;1;1;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;28
354870 SAO BERNARDO DO CAMPO;222;90;710;170;197;34;6;265;71;96;-;12;16;5;16;8;-;-;173;3;11;4;2;14;1;-;-;45;21;10;11;3;50;2;1;28;3;23;-;14;3;-;3;25;2;2;26;19;-;52;2;92;26;113;36;1;-;6;2;297;13;22;3079
354880 SAO CAETANO DO SUL;30;36;462;12;67;24;3;171;16;32;-;4;5;2;-;-;1;-;80;2;4;2;1;6;-;-;1;29;9;6;3;-;6;1;-;9;1;9;-;5;2;-;2;12;6;1;5;2;-;38;8;23;8;40;10;2;2;4;-;48;2;9;1263
354890 SAO CARLOS;21;23;226;18;39;13;1;74;15;12;1;11;3;2;8;1;-;-;35;2;1;2;-;1;-;-;-;19;4;1;-;2;-;-;-;4;1;5;-;1;-;-;4;9;-;-;6;1;-;29;1;17;7;11;4;2;1;1;-;109;1;3;752
354900 SAO FRANCISCO;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
354910 SAO JOAO DA BOA VISTA;9;4;89;-;19;14;-;32;6;5;-;1;3;2;2;-;1;-;17;1;-;-;-;3;-;1;-;7;3;1;-;-;1;-;-;4;-;11;-;-;-;-;1;-;-;-;6;2;-;7;1;11;3;10;4;-;-;3;-;-;2;5;291
354925 SAO JOAO DE IRACEMA;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
354930 SAO JOAO DO PAU D'ALHO;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
354940 SAO JOAQUIM DA BARRA;5;2;90;5;4;6;-;5;-;2;1;-;-;1;-;-;-;-;10;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;1;1;-;1;-;5;-;4;1;-;-;-;-;-;-;-;151
354950 SAO JOSE DA BELA VISTA;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
354960 SAO JOSE DO BARREIRO;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
354970 SAO JOSE DO RIO PARDO;4;-;49;1;1;7;-;7;2;4;-;1;-;-;-;-;-;-;5;-;-;-;-;1;-;-;-;2;-;2;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;8;1;2;-;-;-;-;-;-;-;1;102
354980 SAO JOSE DO RIO PRETO;95;45;430;4;125;49;5;168;51;77;2;22;9;9;18;1;-;3;144;11;7;6;2;34;1;1;4;71;11;18;10;6;15;4;1;24;5;20;1;8;15;-;4;21;-;1;24;9;-;54;6;90;32;42;21;1;6;9;4;867;17;16;2756
354990 SAO JOSE DOS CAMPOS;97;39;687;3;126;37;6;250;33;48;3;5;14;3;20;10;-;6;106;1;3;5;3;18;-;1;2;49;9;13;9;15;19;2;8;21;1;28;-;7;4;-;-;18;-;1;31;6;-;42;9;52;23;86;24;-;1;10;3;77;7;13;2114
354995 SAO LOURENCO DA SERRA;-;-;10;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
355000 SAO LUIS DO PARAITINGA;-;-;2;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
355010 SAO MANUEL;3;-;18;2;2;5;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;41
355020 SAO MIGUEL ARCANJO;1;2;6;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
355030 SAO PAULO;1922;1213;10828;610;2566;1211;107;3851;1295;1482;69;230;174;132;226;78;9;30;2189;88;116;299;52;434;35;6;37;1140;255;267;159;32;549;64;16;524;96;445;42;187;222;4;76;604;2;57;560;179;9;910;158;1243;896;1396;699;83;51;208;54;8586;192;350;49604
355040 SAO PEDRO;2;1;16;-;1;3;-;4;-;1;-;1;-;-;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;35
355050 SAO PEDRO DO TURVO;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
355060 SAO ROQUE;5;3;87;1;9;10;-;19;8;6;-;-;1;-;1;-;-;-;6;1;1;-;-;2;-;-;1;4;-;-;-;-;1;-;-;5;-;5;-;1;-;-;-;1;-;-;1;-;-;-;-;4;5;-;3;-;-;-;-;-;-;1;192
355070 SAO SEBASTIAO;-;-;77;-;5;19;-;15;1;2;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;4;-;2;1;-;-;1;-;-;-;-;136
355080 SAO SEBASTIAO DA GRAMA;-;-;5;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
355090 SAO SIMAO;-;-;6;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;9
355100 SAO VICENTE;1;4;40;4;1;13;-;13;2;3;-;1;1;1;-;-;-;-;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;1;-;-;-;1;7;-;3;2;-;-;1;-;-;1;1;112
355110 SARAPUI;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
355120 SARUTAIA;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
355130 SEBASTIANOPOLIS DO SUL;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
355140 SERRA AZUL;-;-;19;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
355150 SERRANA;3;-;14;-;3;5;-;11;5;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;1;-;-;-;2;-;-;1;-;3;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;59
355160 SERRA NEGRA;1;-;13;-;2;8;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;30
355170 SERTAOZINHO;5;-;114;14;18;-;-;29;9;15;-;-;-;-;3;-;-;-;11;-;-;-;-;1;-;-;-;4;3;-;-;-;6;1;-;4;-;2;-;-;1;-;1;3;-;-;2;-;-;7;2;4;1;5;1;-;-;-;-;2;-;1;269
355180 SETE BARRAS;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
355190 SEVERINIA;-;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
355200 SILVEIRAS;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
355210 SOCORRO;-;-;22;-;-;6;-;1;1;-;-;1;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;37
355220 SOROCABA;95;90;579;-;136;20;5;461;65;39;-;13;14;5;22;2;-;3;99;7;3;8;6;26;-;-;-;59;20;13;4;-;13;4;-;42;1;38;-;6;10;-;3;22;-;1;38;5;-;37;8;114;24;48;45;-;-;12;4;306;10;11;2596
355230 SUD MENNUCCI;-;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
355240 SUMARE;1;6;106;-;12;20;-;40;-;4;1;1;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;3;3;-;-;-;-;-;-;1;-;4;-;1;-;-;-;-;-;-;-;-;-;4;1;2;-;1;1;-;-;-;-;-;-;-;216
355250 SUZANO;2;3;59;4;9;15;-;19;4;2;-;3;1;-;2;-;-;-;6;-;-;-;-;1;-;-;-;4;2;1;1;1;-;-;-;3;-;-;-;1;1;-;1;-;-;-;-;-;-;2;-;7;-;2;4;-;-;-;-;-;-;-;160
355260 TABAPUA;1;1;16;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
